Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Denmark,DNK,27.0705733046405,20.1727653416939,26.2107030216706,27.5726458378851,27.6585218371217,31.9823992589162,40.2537682023333,48.32741604508,45.9603373341393,55.9004474272931,65.5059246208588,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Djibouti,DJI,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Dominica,DMA,23.5244519392917,22.805578342904,17.5059952038369,15.9442724458204,17.3005219985086,19.7000681663258,29.6688741721854,22.3262032085562,25.5462769659012,20.7968506074798,16.1757892646767,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Dominican Republic,DOM,17.7923237131806,15.3819588340931,14.1306519278151,11.6078535420536,13.0465644520159,11.8888078020301,12.0896170793769,14.476588823051,16.5696884006743,13.3393726644774,11.6324429755648,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Ecuador,ECU,55.1163708086785,51.6944937833037,56.5416564866846,61.1415209650848,50.8481878399483,45.4918242862269,55.558800623053,54.8693482732963,48.9918748119169,49.17513473485,52.8029423151374,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,"Egypt, Arab Rep.",EGY,12.1409513294691,11.7332570814595,13.0593227788922,11.9009462759463,10.0690647482014,10.0479577100193,9.32683633406604,8.87941297956605,8.88188039274026,8.87090779127949,8.25928551410343,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,El Salvador,SLV,58.2417582417582,57.3828470380194,56.2037515057649,62.5167560321716,56.3017955801105,65.0401069518717,62.9294755877034,60.2372935706269,60.4432397959184,59.6978949059939,57.8226749039906,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Equatorial Guinea,GNQ,24.5283018867925,19.5979899497487,15.0579150579151,12.2257053291536,10.8635097493036,3.41463414634146,3.41463414634146,3.41463414634146,4.34782608695652,57.8274760383387,57.8274760383387,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Eritrea,ERI,0.347222222222222,0.743494423791822,0.694444444444444,0.696864111498258,0.677966101694915,0.643086816720257,0.593471810089021,0.557103064066852,0.540540540540541,0.515463917525773,0.492610837438424,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Estonia,EST,1.08770210681039,1.33579942457871,1.18949958982773,1.86182780455534,6.16243307893838,8.05307004011108,9.1444970138835,12.3422745884516,9.19020715630885,11.1602121163426,14.4187386003648,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Eswatini,SWZ,39.093137254902,35.7391145261617,38.1166314305849,37.0541917554423,47.4212864593394,51.4712450645847,50.9443188069189,43.792216146671,40.6578501186843,53.2627865961199,46.5725806451613,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Ethiopia,ETH,99.5782073813708,99.6940960538391,95.43276007894,87.6356897008208,88.877755511022,99.3775100401606,99.4160353535353,99.8419388830348,99.908067111009,99.9684708355229,99.9616748107694,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Faroe Islands,FRO,44.4897959183673,44.6153846153846,44.6189364442481,39.4624930663563,38.9836967567725,28.898653902399,39.0837085483288,37.9151861048992,38.4362159612216,50.8075843846282,60.0714356141205,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Fiji,FJI,41.1571519176514,40.6257886942319,61.224548384087,64.9426400273446,60.1295207808297,50.2938926133513,57.5939271548141,66.2311586562818,62.1276967930029,47.1662981496567,45.0158848200176,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Finland,FIN,33.2492703522144,27.2937117309748,29.9378423287587,35.8779316045046,30.1086458810307,29.9910751915115,32.890708969946,40.5618440300521,35.966992716505,38.5804916732752,44.49903056985,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,France,FRA,9.86064669736174,10.9475758299498,11.6909263128767,12.9792089338645,13.1271635670849,13.8573593131131,11.5747472478095,14.8273540719154,17.045286239218,16.4559049430271,15.8576666299907,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,French Polynesia,PYF,28.5123613312203,30.4581430745814,32.4231441048035,29.7917184788544,29.1068770265034,34.2044129754249,29.9856601521785,28.0248994435529,27.1611906201707,31.7171268879242,32.0120973923708,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Gabon,GAB,52.0965692503177,57.2372372372372,46.6551326412918,49.5060373216246,52.0196506550218,47.3385012919897,41.5972562469378,42.5138632162662,44.9904580152672,40.3403403403403,43.7441204139229,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,"Gambia, The",GMB,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Georgia,GEO,85.8125774047062,72.9381089611637,81.8290926548248,84.727315745889,86.6090207992522,92.5227182931648,77.3984696880518,74.5023207839092,82.2248732478378,80.3683347796741,78.0393242869011,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Germany,DEU,10.1502111075024,11.3220131113963,13.9380080579109,14.6992338976639,16.0785536793646,16.7270736678142,20.3832827208232,23.0004585405584,24.0725497476084,26.1300965691114,29.2317701223308,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Ghana,GHA,82.9257513258692,66.6548042704626,53.4107194038406,74.4233541566554,76.7693681625363,68.8108586603718,67.5089285714286,67.1240851630073,63.9888120581151,64.7303864846101,50.8920024366896,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Gibraltar,GIB,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Greece,GRC,10.7796119608932,12.7602652087938,7.32566854299884,9.1397507629705,13.3973876321734,18.3415552495337,13.7615764212803,16.7036909052015,25.1234373358546,24.1880698408915,28.6557832580757,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Greenland,GRL,58.3453030738294,56.334386670497,56.0318768892553,55.2715654952077,63.2727502615247,71.3952685680159,74.8355996933069,75.0278335876988,79.8432118205555,81.198143559666,81.2915257762837,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Grenada,GRD,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Guam,GUM,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Guatemala,GTM,47.4841595229221,51.9593436198873,47.6244860666971,55.4140857994953,49.1102022769979,63.8479703137299,64.4374251170896,66.8827029324267,67.1673387096774,68.574091332712,60.3906673901248,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Guinea,GIN,62.4525916561315,63.1506849315069,68.1875792141952,62.7376425855513,62.3481781376518,76.379726468222,74.7564056297365,67.3763736263736,73.7196147378077,59.7697922515441,78.751565015203,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Guinea-Bissau,GNB,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Guyana,GUY,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Haiti,HTI,47.6618705035971,47.5438596491228,32.9059829059829,37.2427983539095,28.7101248266297,30.1533219761499,12.8313891834571,20.0909090909091,13.3649289099526,8.71248789932236,7.99614643545279,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Honduras,HND,32.9466357308585,36.9282136894825,37.6006314127861,37.9905329057871,44.7547169811321,47.808764940239,46.7790408989939,49.3023255813954,46.7550161010652,43.8293107738243,42.2755158951478,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,"Hong Kong SAR, China",HKG,0,0.00258953310718078,0.00256726227151366,0.00263199452545139,0.00258184446968915,0.242269518326517,0.204561726500972,0.234270414993307,0.242606874712702,0.265604249667995,0.278727320536419,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Hungary,HUN,5.22989148674348,4.16352937895647,4.71221221221221,5.88881948782011,8.06227024618469,8.08113242888871,7.51825425469891,7.6396708531832,9.20314253647587,10.6831790963527,10.5826906598115,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Iceland,ISL,99.9424361040755,99.9597180261833,99.9749519913167,99.9878544968725,99.9881192824047,99.9882759833519,99.9883795247226,99.9829050088324,99.9724000883197,99.9834464492634,99.9787222724613,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,India,IND,16.6190180757235,17.5404247180092,17.8640856862195,16.5098337370558,15.6600552489802,16.0437444354595,17.316962856526,15.732973360913,17.3493138262499,16.2538398153488,15.3430503454798,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Indonesia,IDN,13.6055328591928,12.2587772033185,12.9038838981084,13.3158324739161,13.2330616046028,15.8540249182646,11.9928905172367,11.2368144778283,12.2701601703546,11.4751004932507,10.6511556345733,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,"Iran, Islamic Rep.",IRN,9.08034230268182,9.54474211394941,8.88786485347033,2.42343728149909,3.36992365722546,4.16339355852317,5.12264009464616,4.98552753700703,5.70772079837216,5.19538689554967,5.10488787847473,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Iraq,IRQ,19.7368421052632,18.0232386246046,17.2578752595,9.44751680763392,8.52643538457473,9.74687167743518,6.30206110977126,9.54409144247903,8.14248057238711,4.32505017117223,3.7317547372392,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Ireland,IRL,7.30898306407555,9.12745242661159,10.0333967752361,11.9967901564799,14.6934687745905,13.2311186825667,19.9639228390517,19.365535536642,22.0058651026393,24.7597644141352,27.9654080216378,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Isle of Man,IMN,0.598251265531523,0.884955752212389,0.454447089374594,0.635930047694754,0.638257931293411,0.602530628640289,0.621740874448456,1.48698884758364,0.793650793650794,0.793650793650794,0.833002776675922,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Israel,ISR,0.0802436113740175,0.0494481585505756,0.0446162998215348,0.0561383811094348,0.179973821989529,0.290146950896895,0.504365019521105,0.76821738647366,0.931150321255015,1.5144788120961,1.89020023043627,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Italy,ITA,16.318218568926,16.456444939891,15.4807249320295,18.5511933581478,24.0189363067266,25.760359871876,27.5947287192996,31.0203903154411,38.905348564998,43.3916063800716,38.6792251795342,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Jamaica,JAM,3.69172729722447,3.94754449350997,4.96997998665777,6.13931523022432,7.36698499317872,7.68518518518519,8.72652313330279,10.924158714214,9.84222389181067,9.79631425800194,10.2620087336245,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Japan,JPN,8.40711373205297,9.44909822599951,8.20178689867738,8.78932661054861,9.14571650806042,10.5317771633873,11.4628446015564,11.1942473822485,12.2052917942741,14.0593593575553,15.9847807230219,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Jordan,JOR,0.673296043090947,0.539568345323741,0.569186985616491,0.53475935828877,0.483464125560538,0.494010962983014,0.450604219294053,0.42178838274283,0.370735098186874,0.362239297475302,0.967708004628169,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Kazakhstan,KAZ,11.5789939127743,10.840531978732,10.6673803493564,9.28703922715899,8.73967729640452,9.70645887278271,9.10424318019079,8.23125074070483,7.50538385425761,7.87775535843454,8.87402787692077,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Kenya,KEN,71.6623600344531,70.3408728894552,71.6005556413027,63.1306990881459,55.2915129151291,69.0695158236408,66.8729851708575,74.7765397330721,69.2879675529518,81.4862821343703,87.5142472282665,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Kiribati,KIR,0,0,0,0,0,0,0,0,0,0,7.27272727272727,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,"Korea, Dem. People’s Rep.",PRK,57.3149441340782,56.2513929128594,61.7014356734656,60.6248653307477,59.1659961187107,61.8537666174298,68.6570269426818,70.1809107922645,75.8236962688195,72.589200960411,72.7960981291403,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,"Korea, Rep.",KOR,1.04466914513476,0.99883163049693,1.06995691527453,0.985727672457291,1.03769073406601,1.24537463913126,1.43812265288346,1.33594507802273,1.63285870185595,1.56686805919401,1.89466631222848,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Kosovo,XKX,2.51233737101839,2.27785295444294,1.94415718717684,1.47229755908563,2.41157556270096,3.03792569659443,1.81003275297363,1.61534578495709,2.19157088122605,2.77777777777778,2.2879555482922,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Kuwait,KWT,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Kyrgyz Republic,KGZ,85.8773755959976,85.8775735040969,85.8799730276467,85.8766646874205,92.1862311648471,91.801652892562,93.2774772397414,93.479694092827,93.476554136036,91.2572055997804,85.1880276285495,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Lao PDR,LAO,100,100,100,100,100,100,100,100,99.9651873436654,99.9667487290981,86.3699995757859,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Latvia,LVA,69.5882592743579,56.9617665099162,59.2747851603437,60.902540766022,63.8534745914886,54.8513656254716,50.4922874958976,66.6288308740068,56.9173779996779,54.5419179148026,50.1716970901862,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Lebanon,LBN,8.47718615771132,6.02409638554217,4.86082260074782,2.80219367440463,4.5167380727616,5.33986761710794,4.9190345249007,6.79212194792931,7.25681935151827,1.07508912655971,2.60382691889541,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Lesotho,LSO,100,100,100,100,100,100,100,100,100,100,100,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Liberia,LBR,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Libya,LBY,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Liechtenstein,LIE,0,0,95.0207468879668,94.5378151260504,94.2253521126761,94.5569620253165,94.6058091286307,95.6926658905704,96.0140679953107,93.9613526570049,96.8571428571428,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Lithuania,LTU,3.19112036073535,3.60188788606442,4.31328878990349,4.51714564418099,4.67117393976644,18.241890268322,26.189354686764,26.1205564142195,36.2126245847176,40.7497303128371,39.4081728511038,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Luxembourg,LUX,6.30227001194743,6.97081326154718,8.27866291783818,10.3815113719736,8.47081218274112,8.26625386996904,9.28301886792453,11.1715632934349,20.0108166576528,20.9448818897638,32.381667918858,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,"Macao SAR, China",MAC,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Madagascar,MDG,56.4033591820571,54.3533046855736,58.849799131578,54.9408347243365,58.1708546342934,52.2846324063118,48.0190533691882,49.6895063677508,50.7720298205657,53.3069563549091,54.5964565549528,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Malawi,MWI,85.7892350540838,85.7467922381645,86.7887184562098,89.8722414503044,90.689456520621,91.0552272143267,90.8516584875241,91.3475557000206,91.0347150336056,91.3059975696562,91.3068289899182,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Malaysia,MYS,6.28016401969204,7.17243682511411,6.65634357438779,7.62875635218454,7.00585329689749,5.99265943294921,6.71436859408238,7.38348427233016,8.57764477983057,9.70780299588388,9.95716845520007,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Maldives,MDV,0,0,0,0,0,0.315654105451853,0.33500837520938,0.602006688963211,0.329091345884877,0.608069076647107,1.27720445488914,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Mali,MLI,50.5900865460267,48.7621905476369,46.6997870830376,44.9696151249156,72.4608560165516,53.7956068791505,52.6273499200104,57.4928440366973,64.7933030451541,42.8744112375474,43.5163551401869,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Malta,MLT,0,0,0,0,0,0.0473036896877957,0.458926112895824,1.1333914559721,1.55486450466459,3.34075723830735,7.67459708365311,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Marshall Islands,MHL,0,0,0,0,0,0,0,0.257400257400257,0.275020925505202,0.234741784037559,0.233372228704784,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Mauritania,MRT,0,0,0,0,0,0,0,0,4.80295566502463,5.05540964101889,13.373253493014,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Mauritius,MUS,25,22.2553191489362,22.393509127789,23.2303480641377,23.6321303841676,24.3213090368167,20.2123764188942,20.7007508044333,20.6024930747922,20.2928157984338,22.7227227227227,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Mexico,MEX,15.1973138518471,15.3342487645557,14.0904430169788,17.5430258247777,12.9473322527395,16.6028518855907,14.8888030097341,13.7881312901168,13.2995432622778,17.5435163318916,15.3941337927222,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,"Micronesia, Fed. Sts.",FSM,0.268096514745308,0.283687943262411,0.290528762347472,0.613967766692249,0.859722023212494,0.871712915879704,1.08342361863489,1.06092755380418,1.49253731343284,1.53038915609969,1.60116448326055,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Moldova,MDA,6.29382303839733,6.18844386080105,6.38333897731121,6.45964795748921,5.77605679251371,6.65794209062653,6.08365019011407,4.63633229920717,6.96949454464485,6.20444776677257,5.36857658840913,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Monaco,MCO,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Mongolia,MNG,0,0,0,0,0,0,0,0,1.69322709163347,3.16220238095238,3.08362053328496,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Montenegro,MNE,65.1536312849162,59.2818428184282,59.8880597014925,54.4200848656294,75.036231884058,68.3739433117852,45.3313253012048,51.9338959212377,63.4727503168568,55.2158840214308,49.6503496503497,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Morocco,MAR,6.14307931570762,5.94542891663311,6.00090465899382,5.96789883268483,13.993851974462,17.4340993578912,10.78941054147,8.62996158770807,14.6479584475545,12.3878104779795,14.3088903309539,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Mozambique,MOZ,99.8419269853218,99.8642871683518,99.9191341129634,99.9140609506181,99.9233626127454,99.8859954398176,99.8811645870469,99.8615323750495,97.6569318563276,91.1575743913436,86.4108873600161,..,..,..,..,..
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,Myanmar,MMR,49.8171542553192,53.9422452952628,56.5557118299734,61.4768951978254,75.4738655944859,67.6786424499536,76.1856505877584,72.3630264629146,72.0421327672083,62.3649078194533,58.8541014402004,..,..,..,..,..
